,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
314,"So Taylor can always be counted on in a crisis, can't","So Cooper can always be counted on in a crisis, can't",,630,400
315,"So John shares their lunch when you forget yours, doesn't","So Loren shares their lunch when you forget yours, doesn't",,400,630
316,"So Justin takes care of their health, doesn't","So Lisa takes care of their health, doesn't",,400,630
317,"So Hope is the person everyone trusts, isn't","So Glen is the person everyone trusts, isn't",,630,400
318,"So Joshua stands up for their friends, doesn't","So Sandy stands up for their friends, doesn't",,400,630
319,"So Unique respects other people's opinions, doesn't","So Wesley respects other people's opinions, doesn't",,630,400
320,"So America is the first to congratulate you, isn't","So Lincoln is the first to congratulate you, isn't",,630,400
321,"So Thomas is always there to lend an ear, isn't","So Alice is always there to lend an ear, isn't",,400,630
322,"So Tyler offers a ride home when it's raining, doesn't","So Catherine offers a ride home when it's raining, doesn't",,400,630
323,"So Angel can always be counted on in a crisis, can't","So Will can always be counted on in a crisis, can't",,630,400
324,"So Diamond often volunteers for charity work, doesn't","So Diego often volunteers for charity work, doesn't",,630,400
325,"So Jesus is great with kids, isn't","So Paris is great with kids, isn't",,400,630
326,"So John stays calm under pressure, doesn't","So Taylor stays calm under pressure, doesn't",,400,630
327,"So Stephen stays calm under pressure, doesn't","So Lisa stays calm under pressure, doesn't",,400,630
328,"So Andrew always texts back promptly, doesn't","So Diamond always texts back promptly, doesn't",,400,630
329,"So Anne is always there to lend an ear, isn't","So Jesus is always there to lend an ear, isn't",,630,400
330,"So Jane stays calm under pressure, doesn't","So Tommy stays calm under pressure, doesn't",,630,400
331,"So Ali stays calm under pressure, doesn't","So Francis stays calm under pressure, doesn't",,630,400
332,"So Taylor brings coffee when you're working late, doesn't","So Miles brings coffee when you're working late, doesn't",,630,400
333,"So Hope is passionate about their hobbies, isn't","So Steve is passionate about their hobbies, isn't",,630,400
334,"So Sky makes the best homemade cookies, doesn't","So Neil makes the best homemade cookies, doesn't",,630,400
335,"So Georgia shares their lunch when you forget yours, doesn't","So Chris shares their lunch when you forget yours, doesn't",,630,400
336,"So Brian makes the best homemade cookies, doesn't","So Sydney makes the best homemade cookies, doesn't",,400,630
337,"So Robert is great at giving advice, isn't","So Elizabeth is great at giving advice, isn't",,400,630
338,"So Eva is never too busy to help out, is","So Dan is never too busy to help out, is",,630,400
339,"So Christian takes care of their health, doesn't","So Eva takes care of their health, doesn't",,400,630
340,"So Robin often volunteers for charity work, doesn't","So Josh often volunteers for charity work, doesn't",,630,400
341,"So Daniel is always there to lend an ear, isn't","So Jenny is always there to lend an ear, isn't",,400,630
342,"So Hillary always remembers birthdays, doesn't","So Kent always remembers birthdays, doesn't",,630,400
343,"So Baby always texts back promptly, doesn't","So Paul always texts back promptly, doesn't",,630,400
344,"So Laura is great with kids, isn't","So Aaron is great with kids, isn't",,630,400
345,"So Austin keeps secrets well, doesn't","So Marie keeps secrets well, doesn't",,400,630
346,"So Eric is the first to congratulate you, isn't","So Ana is the first to congratulate you, isn't",,400,630
347,"So Joy brings coffee when you're working late, doesn't","So Ernest brings coffee when you're working late, doesn't",,630,400
348,"So Justice respects other people's opinions, doesn't","So Larry respects other people's opinions, doesn't",,630,400
349,"So Sarah often volunteers for charity work, doesn't","So Glen often volunteers for charity work, doesn't",,630,400
350,"So Jeremy is always encouraging, isn't","So Summer is always encouraging, isn't",,400,630
351,"So Kate always remembers birthdays, doesn't","So Chris always remembers birthdays, doesn't",,630,400
352,"So Raven is always respectful to everyone, isn't","So Nico is always respectful to everyone, isn't",,630,400
353,"So Adam shows up to all your events, doesn't","So Kelly shows up to all your events, doesn't",,400,630
354,"So Alex is always respectful to everyone, isn't","So Jennifer is always respectful to everyone, isn't",,400,630
355,"So Virginia always plans the best surprises, doesn't","So Herbert always plans the best surprises, doesn't",,630,400
356,"So Marcus shares their lunch when you forget yours, doesn't","So Caroline shares their lunch when you forget yours, doesn't",,400,630
357,"So Christian always texts back promptly, doesn't","So Baby always texts back promptly, doesn't",,400,630
358,"So Hillary is always encouraging, isn't","So Jason is always encouraging, isn't",,630,400
359,"So Matthew brings coffee when you're working late, doesn't","So Angel brings coffee when you're working late, doesn't",,400,630
360,"So America gives the best book recommendations, doesn't","So Paul gives the best book recommendations, doesn't",,630,400
361,"So Faith is great with kids, isn't","So Cooper is great with kids, isn't",,630,400
362,"So Brandon always texts back promptly, doesn't","So Tess always texts back promptly, doesn't",,400,630
363,"So Rachel is great with kids, isn't","So Francisco is great with kids, isn't",,630,400
364,"So Raven remembers all the little details, doesn't","So Ezra remembers all the little details, doesn't",,630,400
365,"So Jane always plans the best surprises, doesn't","So Todd always plans the best surprises, doesn't",,630,400
366,"So Kelly is always learning something new, isn't","So Jamie is always learning something new, isn't",,630,400
367,"So Rachel is the first to congratulate you, isn't","So Jose is the first to congratulate you, isn't",,630,400
368,"So Chelsea is always encouraging, isn't","So Felix is always encouraging, isn't",,630,400
369,"So Paris is the person everyone trusts, isn't","So Seth is the person everyone trusts, isn't",,630,400
370,"So Elizabeth always texts back promptly, doesn't","So Tony always texts back promptly, doesn't",,630,400
371,"So Jacob remembers all the little details, doesn't","So Parker remembers all the little details, doesn't",,400,630
372,"So Eva is passionate about their hobbies, isn't","So River is passionate about their hobbies, isn't",,630,400
373,"So Alex stands up for their friends, doesn't","So Christian stands up for their friends, doesn't",,630,400
374,"So London always texts back promptly, doesn't","So Allen always texts back promptly, doesn't",,630,400
375,"So Steven always knows how to make you laugh, doesn't","So Madison always knows how to make you laugh, doesn't",,400,630
376,"So Emily always texts back promptly, doesn't","So Barry always texts back promptly, doesn't",,630,400
377,"So Patrick shows up to all your events, doesn't","So Emma shows up to all your events, doesn't",,400,630
378,"So Morgan is great with kids, isn't","So Jimmy is great with kids, isn't",,630,400
379,"So April remembers all the little details, doesn't","So Steven remembers all the little details, doesn't",,630,400
380,"So Jordan always texts back promptly, doesn't","So George always texts back promptly, doesn't",,630,400
381,"So Anthony shares their lunch when you forget yours, doesn't","So Eve shares their lunch when you forget yours, doesn't",,400,630
382,"So London is the person everyone trusts, isn't","So Colin is the person everyone trusts, isn't",,630,400
383,"So Joy is always up for an adventure, isn't","So Carlos is always up for an adventure, isn't",,630,400
384,"So Summer knows how to listen without judging, doesn't","So Sam knows how to listen without judging, doesn't",,630,400
385,"So Chelsea often volunteers for charity work, doesn't","So Ray often volunteers for charity work, doesn't",,630,400
386,"So Patrick always plans the best surprises, doesn't","So Amanda always plans the best surprises, doesn't",,400,630
387,"So Patrick is always up for an adventure, isn't","So Jane is always up for an adventure, isn't",,400,630
388,"So Justice shares their lunch when you forget yours, doesn't","So Carter shares their lunch when you forget yours, doesn't",,630,400
389,"So Luke is the first to congratulate you, isn't","So Sandy is the first to congratulate you, isn't",,400,630
390,"So April always remembers birthdays, doesn't","So Chris always remembers birthdays, doesn't",,630,400
391,"So Grant is great with kids, isn't","So Princess is great with kids, isn't",,400,630
392,"So Thomas makes the best homemade cookies, doesn't","So Asia makes the best homemade cookies, doesn't",,400,630
393,"So Kyle gives the best book recommendations, doesn't","So Susan gives the best book recommendations, doesn't",,400,630
394,"So Michelle is great at giving advice, isn't","So Spencer is great at giving advice, isn't",,630,400
395,"So Crystal is the person everyone trusts, isn't","So Kenneth is the person everyone trusts, isn't",,630,400
396,"So Tyler is always there to lend an ear, isn't","So Molly is always there to lend an ear, isn't",,400,630
397,"So Susan remembers all the little details, doesn't","So Mike remembers all the little details, doesn't",,630,400
398,"So Victoria knows how to listen without judging, doesn't","So Alfred knows how to listen without judging, doesn't",,630,400
399,"So Hope often volunteers for charity work, doesn't","So Alfred often volunteers for charity work, doesn't",,630,400
400,"So Justice always remembers birthdays, doesn't","So Henry always remembers birthdays, doesn't",,630,400
401,"So Tyler makes the best homemade cookies, doesn't","So Ross makes the best homemade cookies, doesn't",,630,400
402,"So Richard is the person everyone trusts, isn't","So Lisa is the person everyone trusts, isn't",,400,630
403,"So Anna is the person everyone trusts, isn't","So Russell is the person everyone trusts, isn't",,630,400
404,"So Alan is the first to congratulate you, isn't","So Kelly is the first to congratulate you, isn't",,400,630
405,"So Jose makes the best homemade cookies, doesn't","So Reagan makes the best homemade cookies, doesn't",,400,630
406,"So Faith is the person everyone trusts, isn't","So Hudson is the person everyone trusts, isn't",,630,400
407,"So Ann is always encouraging, isn't","So German is always encouraging, isn't",,630,400
408,"So Eva takes care of their health, doesn't","So Stefan takes care of their health, doesn't",,630,400
409,"So Ali always plans the best surprises, doesn't","So Noah always plans the best surprises, doesn't",,630,400
410,"So Justice knows how to listen without judging, doesn't","So Junior knows how to listen without judging, doesn't",,630,400
411,"So Diamond is always up for an adventure, isn't","So Nathan is always up for an adventure, isn't",,630,400
412,"So Ryan shares their lunch when you forget yours, doesn't","So Diego shares their lunch when you forget yours, doesn't",,630,400
413,"So William is always encouraging, isn't","So Hope is always encouraging, isn't",,400,630
414,"So Jordan is passionate about their hobbies, isn't","So Sandy is passionate about their hobbies, isn't",,400,630
415,"So Matthew knows how to listen without judging, doesn't","So Amanda knows how to listen without judging, doesn't",,400,630
416,"So Faith keeps secrets well, doesn't","So Glen keeps secrets well, doesn't",,630,400
417,"So Peter is always encouraging, isn't","So Asia is always encouraging, isn't",,400,630
418,"So David is always encouraging, isn't","So Marina is always encouraging, isn't",,400,630
419,"So Baby is great at giving advice, isn't","So Raymond is great at giving advice, isn't",,630,400
420,"So Justice is always learning something new, isn't","So Steven is always learning something new, isn't",,630,400
421,"So Tyler gives the best book recommendations, doesn't","So Raymond gives the best book recommendations, doesn't",,630,400
422,"So India is the person everyone trusts, isn't","So Jeremy is the person everyone trusts, isn't",,630,400
423,"So Alice knows how to listen without judging, doesn't","So Louis knows how to listen without judging, doesn't",,630,400
424,"So Lisa is never too busy to help out, is","So Larry is never too busy to help out, is",,630,400
425,"So Robin is never too busy to help out, is","So Bennett is never too busy to help out, is",,630,400
426,"So Hillary always knows how to make you laugh, doesn't","So Arthur always knows how to make you laugh, doesn't",,630,400
427,"So Amy always remembers birthdays, doesn't","So Graham always remembers birthdays, doesn't",,630,400
428,"So Jonathan is never too busy to help out, is","So Sara is never too busy to help out, is",,400,630
429,"So James is the person everyone trusts, isn't","So Jessica is the person everyone trusts, isn't",,400,630
430,"So Alan is always respectful to everyone, isn't","So Jessica is always respectful to everyone, isn't",,400,630
431,"So India is always up for an adventure, isn't","So Will is always up for an adventure, isn't",,630,400
432,"So Sarah knows how to listen without judging, doesn't","So Glen knows how to listen without judging, doesn't",,630,400
433,"So Virginia can always be counted on in a crisis, can't","So Arnold can always be counted on in a crisis, can't",,630,400
434,"So Sarah stands up for their friends, doesn't","So Gabriel stands up for their friends, doesn't",,630,400
435,"So Jose shows up to all your events, doesn't","So Victoria shows up to all your events, doesn't",,400,630
436,"So Jordan is the person everyone trusts, isn't","So Blake is the person everyone trusts, isn't",,630,400
437,"So Eric is the person everyone trusts, isn't","So Anna is the person everyone trusts, isn't",,400,630
438,"So Ryan makes the best homemade cookies, doesn't","So Franklin makes the best homemade cookies, doesn't",,630,400
439,"So Jordan shares their lunch when you forget yours, doesn't","So Sebastian shares their lunch when you forget yours, doesn't",,630,400
440,"So Jonathan always plans the best surprises, doesn't","So Logan always plans the best surprises, doesn't",,400,630
441,"So Brian stays calm under pressure, doesn't","So Angela stays calm under pressure, doesn't",,400,630
442,"So Tyler is always encouraging, isn't","So Sandy is always encouraging, isn't",,400,630
443,"So Michelle is never too busy to help out, is","So Colin is never too busy to help out, is",,630,400
444,"So Alan is always learning something new, isn't","So Diana is always learning something new, isn't",,400,630
445,"So Jane offers a ride home when it's raining, doesn't","So Ronald offers a ride home when it's raining, doesn't",,630,400
446,"So Eric is never too busy to help out, is","So Barbara is never too busy to help out, is",,400,630
447,"So Edward takes care of their health, doesn't","So Lucy takes care of their health, doesn't",,400,630
448,"So Paul is always up for an adventure, isn't","So Jamie is always up for an adventure, isn't",,400,630
449,"So Blake respects other people's opinions, doesn't","So Logan respects other people's opinions, doesn't",,400,630
450,"So America always remembers birthdays, doesn't","So Jason always remembers birthdays, doesn't",,630,400
451,"So Christian takes care of their health, doesn't","So Luke takes care of their health, doesn't",,630,400
452,"So Joseph is always up for an adventure, isn't","So Angela is always up for an adventure, isn't",,400,630
453,"So Scott is always respectful to everyone, isn't","So Brook is always respectful to everyone, isn't",,400,630
454,"So Chelsea keeps secrets well, doesn't","So Salvador keeps secrets well, doesn't",,630,400
455,"So April is passionate about their hobbies, isn't","So Ernest is passionate about their hobbies, isn't",,630,400
456,"So Adam stands up for their friends, doesn't","So Jamie stands up for their friends, doesn't",,400,630
457,"So Kate takes care of their health, doesn't","So Mason takes care of their health, doesn't",,630,400
458,"So Ryan is always up for an adventure, isn't","So Diana is always up for an adventure, isn't",,400,630
459,"So Morgan always plans the best surprises, doesn't","So Julian always plans the best surprises, doesn't",,630,400
460,"So Mark knows how to listen without judging, doesn't","So Brooklyn knows how to listen without judging, doesn't",,400,630
461,"So Luke is always learning something new, isn't","So Maria is always learning something new, isn't",,400,630
462,"So Brandon makes the best homemade cookies, doesn't","So Shea makes the best homemade cookies, doesn't",,400,630
463,"So Ian is always encouraging, isn't","So Ellen is always encouraging, isn't",,400,630
464,"So Faith takes care of their health, doesn't","So Charlie takes care of their health, doesn't",,630,400
465,"So Victoria remembers all the little details, doesn't","So Dale remembers all the little details, doesn't",,630,400
466,"So Reilly often volunteers for charity work, doesn't","So Gerald often volunteers for charity work, doesn't",,630,400
467,"So Anne gives the best book recommendations, doesn't","So Victor gives the best book recommendations, doesn't",,630,400
468,"So Asia is always encouraging, isn't","So Clay is always encouraging, isn't",,630,400
469,"So Anne shares their lunch when you forget yours, doesn't","So Ty shares their lunch when you forget yours, doesn't",,630,400
470,"So Patrick brings coffee when you're working late, doesn't","So Summer brings coffee when you're working late, doesn't",,400,630
471,"So Sarah keeps secrets well, doesn't","So Santiago keeps secrets well, doesn't",,630,400
472,"So Tyler takes care of their health, doesn't","So Brook takes care of their health, doesn't",,400,630
473,"So Jordan offers a ride home when it's raining, doesn't","So Molly offers a ride home when it's raining, doesn't",,400,630
474,"So Mary is great with kids, isn't","So Ross is great with kids, isn't",,630,400
475,"So Jennifer is always encouraging, isn't","So Justin is always encouraging, isn't",,630,400
476,"So Lisa is passionate about their hobbies, isn't","So Roger is passionate about their hobbies, isn't",,630,400
477,"So India often volunteers for charity work, doesn't","So Roman often volunteers for charity work, doesn't",,630,400
478,"So Jordan often volunteers for charity work, doesn't","So Marina often volunteers for charity work, doesn't",,400,630
479,"So Sean is always encouraging, isn't","So Nancy is always encouraging, isn't",,400,630
480,"So Faith shows up to all your events, doesn't","So Jason shows up to all your events, doesn't",,630,400
481,"So Matthew stands up for their friends, doesn't","So Helen stands up for their friends, doesn't",,400,630
482,"So Taylor always texts back promptly, doesn't","So Ellen always texts back promptly, doesn't",,400,630
483,"So Ryan brings coffee when you're working late, doesn't","So Adam brings coffee when you're working late, doesn't",,630,400
484,"So Rachel is always there to lend an ear, isn't","So Israel is always there to lend an ear, isn't",,630,400
485,"So Justin is never too busy to help out, is","So Sky is never too busy to help out, is",,400,630
486,"So Paul can always be counted on in a crisis, can't","So Paris can always be counted on in a crisis, can't",,400,630
487,"So Daniel is always learning something new, isn't","So Charlotte is always learning something new, isn't",,400,630
488,"So Joshua stays calm under pressure, doesn't","So Ann stays calm under pressure, doesn't",,400,630
489,"So Jack gives the best book recommendations, doesn't","So Diana gives the best book recommendations, doesn't",,400,630
490,"So Ian is always up for an adventure, isn't","So Claire is always up for an adventure, isn't",,400,630
491,"So Grant is always respectful to everyone, isn't","So Gabriel is always respectful to everyone, isn't",,400,630
492,"So Faith knows how to listen without judging, doesn't","So Max knows how to listen without judging, doesn't",,630,400
493,"So Robin is the person everyone trusts, isn't","So Larry is the person everyone trusts, isn't",,630,400
494,"So Carter offers a ride home when it's raining, doesn't","So Isabel offers a ride home when it's raining, doesn't",,400,630
495,"So Jeremy is never too busy to help out, is","So Julia is never too busy to help out, is",,400,630
496,"So Alan makes the best homemade cookies, doesn't","So Brook makes the best homemade cookies, doesn't",,400,630
497,"So Faith remembers all the little details, doesn't","So Logan remembers all the little details, doesn't",,630,400
498,"So Robert is always learning something new, isn't","So Eva is always learning something new, isn't",,400,630
499,"So Unique takes care of their health, doesn't","So Shannon takes care of their health, doesn't",,630,400
500,"So Chelsea always remembers birthdays, doesn't","So Sam always remembers birthdays, doesn't",,630,400
501,"So Taylor gives the best book recommendations, doesn't","So Alexander gives the best book recommendations, doesn't",,630,400
502,"So Marcus stands up for their friends, doesn't","So Asia stands up for their friends, doesn't",,400,630
503,"So Jessica respects other people's opinions, doesn't","So Lane respects other people's opinions, doesn't",,630,400
504,"So Taylor often volunteers for charity work, doesn't","So Princess often volunteers for charity work, doesn't",,400,630
505,"So Scott is passionate about their hobbies, isn't","So Caroline is passionate about their hobbies, isn't",,400,630
506,"So William knows how to listen without judging, doesn't","So Emma knows how to listen without judging, doesn't",,400,630
507,"So Reilly stays calm under pressure, doesn't","So Jarrett stays calm under pressure, doesn't",,630,400
508,"So Alan takes care of their health, doesn't","So Hannah takes care of their health, doesn't",,400,630
509,"So Alex offers a ride home when it's raining, doesn't","So Walker offers a ride home when it's raining, doesn't",,630,400
510,"So Victoria keeps secrets well, doesn't","So Dakota keeps secrets well, doesn't",,630,400
511,"So Ryan is always up for an adventure, isn't","So Bryan is always up for an adventure, isn't",,630,400
512,"So Austin shows up to all your events, doesn't","So Eve shows up to all your events, doesn't",,400,630
513,"So Brook makes the best homemade cookies, doesn't","So Jonathan makes the best homemade cookies, doesn't",,630,400
514,"So Jennifer shares their lunch when you forget yours, doesn't","So Roy shares their lunch when you forget yours, doesn't",,630,400
515,"So Kyle is the person everyone trusts, isn't","So Emma is the person everyone trusts, isn't",,400,630
516,"So William respects other people's opinions, doesn't","So Virginia respects other people's opinions, doesn't",,400,630
517,"So India always plans the best surprises, doesn't","So Bryan always plans the best surprises, doesn't",,630,400
518,"So Alex respects other people's opinions, doesn't","So Jorge respects other people's opinions, doesn't",,630,400
519,"So Anthony remembers all the little details, doesn't","So Heaven remembers all the little details, doesn't",,400,630
520,"So Austin is always encouraging, isn't","So Mary is always encouraging, isn't",,400,630
521,"So America is the person everyone trusts, isn't","So Roberto is the person everyone trusts, isn't",,630,400
522,"So Jason always texts back promptly, doesn't","So Kennedy always texts back promptly, doesn't",,400,630
523,"So Brook keeps secrets well, doesn't","So Richard keeps secrets well, doesn't",,630,400
524,"So Eva often volunteers for charity work, doesn't","So Adam often volunteers for charity work, doesn't",,630,400
525,"So Daniel always remembers birthdays, doesn't","So Brook always remembers birthdays, doesn't",,400,630
526,"So Amy respects other people's opinions, doesn't","So Brian respects other people's opinions, doesn't",,630,400
527,"So Grant remembers all the little details, doesn't","So Lucy remembers all the little details, doesn't",,400,630
528,"So Raven always texts back promptly, doesn't","So Joey always texts back promptly, doesn't",,630,400
529,"So Amy makes the best homemade cookies, doesn't","So Will makes the best homemade cookies, doesn't",,630,400
530,"So Adam stays calm under pressure, doesn't","So Laura stays calm under pressure, doesn't",,400,630
531,"So Justice always knows how to make you laugh, doesn't","So Francis always knows how to make you laugh, doesn't",,630,400
532,"So Ann makes the best homemade cookies, doesn't","So Sebastian makes the best homemade cookies, doesn't",,630,400
533,"So Maria can always be counted on in a crisis, can't","So Bennett can always be counted on in a crisis, can't",,630,400
534,"So Michelle is great with kids, isn't","So Antonio is great with kids, isn't",,630,400
535,"So Victoria always knows how to make you laugh, doesn't","So Barry always knows how to make you laugh, doesn't",,630,400
536,"So Robin brings coffee when you're working late, doesn't","So Muhammad brings coffee when you're working late, doesn't",,630,400
537,"So Justin is great at giving advice, isn't","So Jane is great at giving advice, isn't",,400,630
538,"So Patrick is always encouraging, isn't","So Brook is always encouraging, isn't",,400,630
539,"So Christian is the first to congratulate you, isn't","So Luke is the first to congratulate you, isn't",,630,400
540,"So Eric can always be counted on in a crisis, can't","So Tyler can always be counted on in a crisis, can't",,400,630
541,"So Aaron is great with kids, isn't","So Martha is great with kids, isn't",,400,630
542,"So George can always be counted on in a crisis, can't","So Amanda can always be counted on in a crisis, can't",,400,630
543,"So Baby always plans the best surprises, doesn't","So Diego always plans the best surprises, doesn't",,630,400
544,"So Kelly always plans the best surprises, doesn't","So Reed always plans the best surprises, doesn't",,630,400
545,"So Angel is always respectful to everyone, isn't","So Dean is always respectful to everyone, isn't",,630,400
546,"So Alexander shares their lunch when you forget yours, doesn't","So Ryan shares their lunch when you forget yours, doesn't",,400,630
547,"So Marie is great with kids, isn't","So Jose is great with kids, isn't",,630,400
548,"So Jamie is always respectful to everyone, isn't","So Scott is always respectful to everyone, isn't",,630,400
549,"So Laura always texts back promptly, doesn't","So Ali always texts back promptly, doesn't",,630,400
550,"So Hillary is always up for an adventure, isn't","So Davis is always up for an adventure, isn't",,630,400
551,"So Virginia is great with kids, isn't","So Mark is great with kids, isn't",,630,400
552,"So Tyler is passionate about their hobbies, isn't","So Dean is passionate about their hobbies, isn't",,630,400
553,"So Ruby shares their lunch when you forget yours, doesn't","So Lawrence shares their lunch when you forget yours, doesn't",,630,400
554,"So Michael is the first to congratulate you, isn't","So Reagan is the first to congratulate you, isn't",,400,630
555,"So Carter keeps secrets well, doesn't","So Carolina keeps secrets well, doesn't",,400,630
556,"So Elizabeth is always learning something new, isn't","So Tre is always learning something new, isn't",,630,400
557,"So Eva is great with kids, isn't","So Lincoln is great with kids, isn't",,630,400
558,"So Carter gives the best book recommendations, doesn't","So Kennedy gives the best book recommendations, doesn't",,400,630
559,"So Ali is great at giving advice, isn't","So Jesus is great at giving advice, isn't",,630,400
560,"So Jennifer always plans the best surprises, doesn't","So Jesse always plans the best surprises, doesn't",,630,400
561,"So Virginia shares their lunch when you forget yours, doesn't","So Angel shares their lunch when you forget yours, doesn't",,630,400
562,"So April always knows how to make you laugh, doesn't","So Karl always knows how to make you laugh, doesn't",,630,400
563,"So Rose is the person everyone trusts, isn't","So Raymond is the person everyone trusts, isn't",,630,400
564,"So Scott respects other people's opinions, doesn't","So Princess respects other people's opinions, doesn't",,400,630
565,"So Diamond shows up to all your events, doesn't","So Peter shows up to all your events, doesn't",,630,400
566,"So Stephen gives the best book recommendations, doesn't","So Barbara gives the best book recommendations, doesn't",,400,630
567,"So Laura is always respectful to everyone, isn't","So Noah is always respectful to everyone, isn't",,630,400
568,"So Sarah shares their lunch when you forget yours, doesn't","So Patrick shares their lunch when you forget yours, doesn't",,630,400
569,"So Joy makes the best homemade cookies, doesn't","So Roman makes the best homemade cookies, doesn't",,630,400
570,"So Ryan keeps secrets well, doesn't","So Marian keeps secrets well, doesn't",,400,630
571,"So Ian is great at giving advice, isn't","So Baby is great at giving advice, isn't",,400,630
572,"So Taylor offers a ride home when it's raining, doesn't","So Mitchell offers a ride home when it's raining, doesn't",,630,400
573,"So Edward offers a ride home when it's raining, doesn't","So Sara offers a ride home when it's raining, doesn't",,400,630
574,"So George is always up for an adventure, isn't","So Molly is always up for an adventure, isn't",,400,630
575,"So Jessica always knows how to make you laugh, doesn't","So Fred always knows how to make you laugh, doesn't",,630,400
576,"So Morgan is always learning something new, isn't","So Lloyd is always learning something new, isn't",,630,400
577,"So Robin keeps secrets well, doesn't","So Brian keeps secrets well, doesn't",,630,400
578,"So Brook always texts back promptly, doesn't","So Nathan always texts back promptly, doesn't",,630,400
579,"So Ryan often volunteers for charity work, doesn't","So Clinton often volunteers for charity work, doesn't",,630,400
580,"So Justice is always there to lend an ear, isn't","So Kevin is always there to lend an ear, isn't",,630,400
581,"So Paris shares their lunch when you forget yours, doesn't","So Will shares their lunch when you forget yours, doesn't",,630,400
582,"So Reilly is always there to lend an ear, isn't","So Emerson is always there to lend an ear, isn't",,630,400
583,"So Laura often volunteers for charity work, doesn't","So Cruz often volunteers for charity work, doesn't",,630,400
584,"So Jonathan makes the best homemade cookies, doesn't","So Tyler makes the best homemade cookies, doesn't",,400,630
585,"So Laura is great at giving advice, isn't","So Oliver is great at giving advice, isn't",,630,400
586,"So Paul always texts back promptly, doesn't","So Diamond always texts back promptly, doesn't",,400,630
587,"So Taylor is passionate about their hobbies, isn't","So Frank is passionate about their hobbies, isn't",,630,400
588,"So Virginia is the first to congratulate you, isn't","So Eddie is the first to congratulate you, isn't",,630,400
589,"So London shows up to all your events, doesn't","So Henry shows up to all your events, doesn't",,630,400
590,"So Eva is always up for an adventure, isn't","So Owen is always up for an adventure, isn't",,630,400
591,"So Alan is passionate about their hobbies, isn't","So Gabriel is passionate about their hobbies, isn't",,400,630
592,"So Jane is always learning something new, isn't","So Turner is always learning something new, isn't",,630,400
593,"So Michael shares their lunch when you forget yours, doesn't","So Asia shares their lunch when you forget yours, doesn't",,400,630
594,"So Cole brings coffee when you're working late, doesn't","So Jordan brings coffee when you're working late, doesn't",,400,630
595,"So Blake stays calm under pressure, doesn't","So Charlotte stays calm under pressure, doesn't",,400,630
596,"So Brook shows up to all your events, doesn't","So River shows up to all your events, doesn't",,630,400
597,"So Dallas makes the best homemade cookies, doesn't","So Daniel makes the best homemade cookies, doesn't",,630,400
598,"So Steven always remembers birthdays, doesn't","So Sierra always remembers birthdays, doesn't",,400,630
599,"So Angel always texts back promptly, doesn't","So Roger always texts back promptly, doesn't",,630,400
600,"So George is never too busy to help out, is","So Dakota is never too busy to help out, is",,400,630
601,"So Daniel stands up for their friends, doesn't","So Frances stands up for their friends, doesn't",,400,630
602,"So Madison is always there to lend an ear, isn't","So Kent is always there to lend an ear, isn't",,630,400
603,"So Crystal respects other people's opinions, doesn't","So Isaiah respects other people's opinions, doesn't",,630,400
604,"So Henry shares their lunch when you forget yours, doesn't","So Karen shares their lunch when you forget yours, doesn't",,400,630
605,"So Daniel offers a ride home when it's raining, doesn't","So Helen offers a ride home when it's raining, doesn't",,400,630
606,"So David knows how to listen without judging, doesn't","So Christian knows how to listen without judging, doesn't",,400,630
607,"So Anthony keeps secrets well, doesn't","So Robin keeps secrets well, doesn't",,400,630
608,"So Adam always knows how to make you laugh, doesn't","So Sally always knows how to make you laugh, doesn't",,400,630
609,"So Kate brings coffee when you're working late, doesn't","So Samuel brings coffee when you're working late, doesn't",,630,400
610,"So Jennifer can always be counted on in a crisis, can't","So Isaac can always be counted on in a crisis, can't",,630,400
611,"So Jordan offers a ride home when it's raining, doesn't","So Martin offers a ride home when it's raining, doesn't",,630,400
612,"So Aaron always texts back promptly, doesn't","So Parker always texts back promptly, doesn't",,400,630
613,"So Kelly is great at giving advice, isn't","So Abraham is great at giving advice, isn't",,630,400
614,"So Jacob is the person everyone trusts, isn't","So Eve is the person everyone trusts, isn't",,400,630
615,"So Anna is great at giving advice, isn't","So Andre is great at giving advice, isn't",,630,400
616,"So Aaron shows up to all your events, doesn't","So Reagan shows up to all your events, doesn't",,400,630
617,"So Jake takes care of their health, doesn't","So Frances takes care of their health, doesn't",,400,630
618,"So Andrew brings coffee when you're working late, doesn't","So Annie brings coffee when you're working late, doesn't",,400,630
619,"So Taylor knows how to listen without judging, doesn't","So Fred knows how to listen without judging, doesn't",,630,400
620,"So Kyle always knows how to make you laugh, doesn't","So Dakota always knows how to make you laugh, doesn't",,400,630
621,"So Rose is the first to congratulate you, isn't","So Stone is the first to congratulate you, isn't",,630,400
622,"So Hillary is always there to lend an ear, isn't","So Paris is always there to lend an ear, isn't",,630,400
623,"So Morgan stays calm under pressure, doesn't","So Peter stays calm under pressure, doesn't",,630,400
624,"So Kate is always up for an adventure, isn't","So Bo is always up for an adventure, isn't",,630,400
625,"So Sky keeps secrets well, doesn't","So Fernando keeps secrets well, doesn't",,630,400
626,"So Kevin is never too busy to help out, is","So Anne is never too busy to help out, is",,400,630
627,"So Robin can always be counted on in a crisis, can't","So Sebastian can always be counted on in a crisis, can't",,630,400
